Date,Average temperature [°C],Snow depth [cm],Cloud cover [1/8],Direct solar radiation mean [W/m2]
2019-08-25,7.8,-1,0.0,309.6
2019-08-26,11.6,-1,7.0,59.2
2019-08-27,9.6,-1,1.0,271.3
2019-08-28,17.0,-1,7.0,347.9
2019-08-29,16.7,-1,0.0,341.4
2019-08-30,16.1,-1,0.0,36.7
2019-08-31,15.1,-1,7.0,223.6
2019-09-01,14.6,-1,7.0,360.9
2019-09-02,16.1,-1,0.0,198.3
2019-09-03,12.4,-1,7.0,155.4
2019-09-04,9.3,-1,0.0,154.3
2019-09-05,9.5,-1,7.0,28.8
2019-09-06,10.5,-1,5.0,177.9
2019-09-07,7.9,-1,0.0,44.1
2019-09-08,9.4,-1,7.0,3.9
2019-09-09,9.1,-1,8.0,36.7
2019-09-10,11.2,-1,7.0,215.0
2019-09-11,14.5,-1,8.0,56.4
2019-09-12,12.2,-1,7.0,54.5
2019-09-13,8.7,-1,7.0,32.9
2019-09-14,4.8,-1,8.0,196.1
2019-09-15,2.4,-1,0.0,34.9
2019-09-16,5.3,-1,0.0,95.0
2019-09-17,4.9,-1,8.0,23.8
2019-09-18,0.7,-1,7.0,194.4
2019-09-19,-0.9,-1,7.0,185.0
2019-09-20,2.0,-1,7.0,177.8
2019-09-21,-0.1,-1,7.0,2.0
2019-09-22,1.2,-1,0.0,258.9
2019-09-23,2.0,-1,0.0,194.4
2019-09-24,0.6,-1,0.0,82.2
2019-09-25,1.9,-1,0.0,0.5
2019-09-26,6.6,-1,8.0,191.7
2019-09-27,6.4,-1,8.0,100.7
2019-09-28,8.0,-1,1.0,220.7
2019-09-29,6.6,-1,8.0,37.5
2019-09-30,7.1,-1,7.0,1.9
2019-10-01,5.0,-1,7.0,126.1
2019-10-02,1.0,-1,8.0,51.0
2019-10-03,-0.5,-1,0.0,-0.1
2019-10-04,-0.6,-1,8.0,27.6
2019-10-05,0.4,-1,3.0,93.0
2019-10-06,2.1,-1,8.0,19.4
2019-10-07,2.4,-1,1.0,48.7
2019-10-08,-0.1,-1,8.0,1.1
2019-10-09,1.6,-1,8.0,18.9
2019-10-10,-1.4,-1,8.0,2.2
2019-10-11,-1.9,-1,8.0,10.5
2019-10-12,-1.0,1,8.0,23.2
2019-10-13,0.2,1,8.0,94.8
2019-10-14,0.0,4,8.0,0.2
2019-10-15,-0.5,2,7.0,88.4
2019-10-16,-0.5,3,8.0,-0.1
2019-10-17,-2.4,2,7.0,0.1
2019-10-18,-0.9,2,8.0,0.5
2019-10-19,-1.2,5,8.0,23.0
2019-10-20,-8.2,5,8.0,0.3
2019-10-21,-5.3,0,8.0,4.8
2019-10-22,-0.7,5,7.0,0.4
2019-10-23,0.3,5,8.0,150.6
2019-10-24,-1.8,5,8.0,25.8
2019-10-25,0.5,10,9.0,1.4
2019-10-26,-1.5,19,8.0,-0.1
2019-10-27,-10.3,19,8.0,0.2
2019-10-28,-13.0,19,5.0,2.5
2019-10-29,-7.5,17,5.0,95.8
2019-10-30,-10.8,17,0.0,192.1
2019-10-31,-9.2,20,9.0,34.6
2019-11-01,-9.3,20,8.0,153.3
2019-11-02,-5.5,22,8.0,0.2
2019-11-03,-5.6,30,8.0,0.5
2019-11-04,-15.0,30,0.0,8.3
2019-11-05,-11.3,28,8.0,0.2
2019-11-06,-11.2,27,8.0,24.2
2019-11-07,-13.4,26,8.0,0.2
2019-11-08,-15.9,28,7.0,0.4
2019-11-09,-19.8,28,8.0,0.2
2021-08-10,14.7,-1,8.0,177.6
2021-08-11,15.5,-1,7.0,145.8
2021-08-12,15.7,-1,7.0,78.9
2021-08-13,13.9,-1,0.0,327.7
2021-08-14,13.6,-1,1.0,166.1
2021-08-15,13.1,-1,8.0,131.4
2021-08-16,8.6,-1,8.0,207.4
2021-08-17,11.7,-1,8.0,18.1
2021-08-18,13.8,-1,7.0,34.9
2021-08-19,13.9,-1,7.0,71.2
2021-08-20,13.0,-1,7.0,259.2
2021-08-21,10.1,-1,7.0,137.3
2021-08-22,6.7,-1,8.0,106.3
2021-08-23,6.0,-1,7.0,91.4
2021-08-24,6.1,-1,7.0,112.3
2021-08-25,6.7,-1,8.0,-0.1
2021-08-26,7.0,-1,8.0,0.5
2021-08-27,8.1,-1,0.0,0.2
2021-08-28,9.3,-1,0.0,83.9
2021-08-29,7.8,-1,0.0,118.1
2021-08-30,10.1,-1,0.0,324.2
2021-08-31,10.0,-1,7.0,337.7
2021-09-01,6.8,-1,7.0,256.0
2021-09-02,6.3,-1,1.0,199.9
2021-09-03,6.0,-1,5.0,201.3
2021-09-04,4.4,-1,1.0,258.6
2021-09-05,4.1,-1,1.0,107.4
2021-09-06,7.2,-1,1.0,87.8
2021-09-07,8.4,-1,7.0,34.7
2021-09-08,9.5,-1,8.0,27.3
2021-09-09,6.8,-1,3.0,141.1
2021-09-10,5.4,-1,3.0,319.1
2021-09-11,3.5,-1,7.0,1.4
2021-09-12,4.3,-1,0.0,0.2
2021-09-13,5.3,-1,8.0,213.8
2021-09-14,4.7,-1,8.0,209.7
2021-09-15,3.8,-1,8.0,114.9
2021-09-16,3.4,-1,8.0,78.9
2021-09-17,4.1,-1,8.0,68.1
2021-09-18,4.8,-1,8.0,35.4
2021-09-19,4.9,-1,8.0,43.1
2021-09-20,3.1,-1,8.0,87.1
2021-09-21,3.5,-1,8.0,28.8
2021-09-22,3.9,-1,8.0,185.4
2021-09-23,5.0,-1,8.0,13.9
2021-09-24,6.8,-1,7.0,0.0
2021-09-25,6.4,-1,8.0,24.2
2021-09-26,5.1,-1,8.0,327.7
2021-09-27,6.5,-1,1.0,303.2
2021-09-28,7.1,-1,0.0,14.5
2021-09-29,4.3,-1,0.0,0.1
2021-09-30,5.4,-1,8.0,7.6
2021-10-01,6.7,-1,7.0,0.3
2021-10-02,8.3,-1,8.0,86.0
2021-10-03,7.1,-1,0.0,180.5
2021-10-04,10.4,-1,0.0,77.7
2021-10-05,9.2,-1,8.0,0.2
2021-10-06,8.9,-1,8.0,78.0
2021-10-07,6.3,-1,7.0,25.9
2021-10-08,0.3,-1,3.0,4.3
2021-10-09,3.8,-1,8.0,0.8
2021-10-10,8.4,-1,8.0,0.4
2021-10-11,7.6,-1,8.0,25.9
2021-10-12,3.0,-1,7.0,19.5
2021-10-13,-0.5,-1,7.0,18.5
2021-10-14,0.4,-1,9.0,117.2
2021-10-15,5.0,-1,8.0,-0.1
2021-10-16,3.7,-1,7.0,198.7
2021-10-17,2.0,-1,8.0,228.1
2021-10-18,0.2,-1,8.0,74.0
2021-10-19,-4.6,-1,7.0,210.6
2021-10-20,-5.3,-1,7.0,0.1
2021-10-21,-2.6,9,8.0,40.9
2021-10-22,-2.2,9,8.0,-0.1
2021-10-23,-7.5,9,1.0,3.5
2021-10-24,-12.1,9,0.0,37.1
2021-10-25,-4.0,8,8.0,7.9
2021-10-26,-1.4,12,8.0,0.2
2021-10-27,-3.6,22,7.0,3.0
2021-10-28,-4.9,22,7.0,20.6
2021-10-29,1.2,24,9.0,0.1
2021-10-30,-0.5,14,9.0,0.5
2021-10-31,0.8,12,8.0,2.3
2021-11-01,1.4,10,8.0,38.3
2021-11-02,3.4,5,7.0,99.8
2021-11-03,2.5,2,8.0,-0.1
2021-11-04,0.7,1,8.0,21.2
2021-11-05,0.0,2,8.0,0.0
2021-11-06,-0.8,6,7.0,47.4
2021-11-07,-6.9,6,7.0,0.1
2021-11-08,-11.8,6,0.0,75.9
2021-11-09,-12.4,6,0.0,35.6
2020-09-10,6.6,-1,0.0,197
2020-09-11,5.2,-1,0.0,146.1
2020-09-12,6.1,-1,0.0,0.3
2020-09-13,7.4,-1,7.0,340.4
2020-09-14,4.6,-1,0.0,267.1
2020-09-15,6.7,-1,0.0,126.5
2020-09-16,6.0,-1,8.0,3.1
2020-09-17,5.0,-1,7.0,5
2020-09-18,5.4,-1,7.0,178.3
2020-09-19,6.4,-1,1.0,247.4
2020-09-20,2.1,-1,0.0,146.4
2020-09-21,5.1,-1,5.0,77.7
2020-09-22,6.3,-1,0.0,41.4
2020-09-23,4.6,-1,1.0,160.3
2020-09-24,8.6,-1,7.0,181.9
2020-09-25,11.7,-1,8.0,25.2
2020-09-26,4.8,-1,0.0,121.6
2020-09-27,3.8,-1,8.0,219.2
2020-09-28,8.4,-1,8.0,173.4
2020-09-29,8.7,-1,8.0,0.1
2020-09-30,6.3,-1,0.0,91.2
2020-10-01,10.0,-1,8.0,91.5
2020-10-02,9.6,-1,7.0,107
2020-10-03,8.1,-1,7.0,31.4
2020-10-04,6.5,-1,0.0,-0.1
2020-10-05,5.9,-1,8.0,273.2
2020-10-06,6.6,-1,8.0,16.2
2020-10-07,7.8,-1,8.0,30.3
2020-10-08,9.2,-1,8.0,38
2020-10-09,9.0,-1,8.0,1.5
2020-10-10,8.0,-1,8.0,98.8
2020-10-11,6.7,-1,8.0,87.1
2020-10-12,5.7,-1,8.0,58.2
2020-10-13,1.4,-1,7.0,42.6
2020-10-14,0.0,-1,0.0,53
2020-10-15,0.9,-1,7.0,144.6
2020-10-16,0.7,-1,5.0,145.6
2020-10-17,-0.4,2,8.0,74
2020-10-18,-2.5,8,9.0,54.9
2020-10-19,-1.1,10,8.0,33.2
2020-10-20,-1.5,8,7.0,-
2020-10-21,-5.0,7,7.0,-
2020-10-22,-1.7,8,8.0,0.1
2020-10-23,-1.7,13,8.0,15.9
2020-10-24,-3.5,12,8.0,50.3
2020-10-25,-2.2,11,8.0,0.5
2020-10-26,-0.1,14,8.0,0.2
2020-10-27,3.0,7,8.0,0.1
2020-10-28,3.4,0,8.0,10.9
2020-10-29,3.8,-1,7.0,8.6
2020-10-30,-3.2,-1,8.0,0.3
2020-10-31,-6.7,-1,0.0,0.3
2020-11-01,0.8,2,8.0,0.2
2020-11-02,2.9,-1,8.0,0.2
2020-11-03,4.3,-1,8.0,54.8
2020-11-04,2.8,-1,8.0,5.9
2020-11-05,2.3,-1,8.0,9
2020-11-06,1.5,-1,1.0,110.3
2020-11-07,2.2,-1,0.0,124.9
2020-11-08,-1.6,-1,0.0,165.6
2020-11-09,-1.8,-1,7.0,87.6
2020-11-10,-4.6,-1,0.0,52
2020-11-11,-5.7,-1,7.0,0.5
2020-11-12,-0.1,-1,8.0,21.1
2020-11-13,2.7,-1,8.0,0
2020-11-14,1.6,-1,8.0,0.2
2020-11-15,1.8,-1,7.0,5.7
2020-11-16,1.9,-1,8.0,0.1
2020-11-17,2.2,-1,8.0,0.1
2020-11-18,1.9,-1,8.0,38.3
2020-11-19,-1.6,1,7.0,0.1
2020-11-20,-2.9,8,7.0,42.8
2020-11-21,-8.8,7,0.0,6.2
2020-11-22,-0.7,9,8.0,46.5
2020-11-23,-0.3,8,8.0,90.6
2020-11-24,-4.1,14,8.0,44.2
2020-11-25,-10.0,13,5.0,0.5
2020-11-26,-4.6,17,9.0,0.1
2020-11-27,-4.4,17,8.0,0.3
2020-11-28,-4.4,17,8.0,0.6
2020-11-29,-3.0,16,8.0,0.1
2020-11-30,-2.5,15,8.0,0.3
2020-12-01,-1.7,15,8.0,0.5
2020-12-02,-4.3,15,8.0,0.8
2020-12-03,-0.7,15,8.0,0.2
2020-12-04,-3.1,14,8.0,0.1
2020-12-05,-1.8,14,8.0,0.1
2020-12-06,0.1,16,8.0,0.2
2020-12-07,0.5,22,8.0,79.3
2020-12-08,-1.4,18,8.0,44
2020-12-09,-4.2,18,8.0,6.2
2020-12-10,-1.8,18,8.0,0.2
2020-12-11,-3.1,19,7.0,0.1
2020-12-12,-8.6,19,8.0,0
2020-12-13,-6.0,19,8.0,0.3
2020-12-14,-5.8,19,8.0,0.4
2020-12-15,-5.8,19,8.0,0.3
2020-12-16,-6.0,24,8.0,0.3
2020-12-17,-15.2,23,8.0,0.6
2020-12-18,-14.3,23,0.0,0.2
2020-12-19,-6.5,23,8.0,0.4
2020-12-20,-1.9,25,8.0,0.1
2020-12-21,1.5,22,8.0,0.3
2020-12-22,0.2,19,8.0,0.2
2020-12-23,0.0,19,8.0,0.2
2020-12-24,-4.1,20,7.0,0.4
2020-12-25,-12.9,20,8.0,0.2
2020-12-26,-26.3,20,8.0,0.5
2020-12-27,-17.2,20,8.0,0.3
2020-12-28,-6.8,23,8.0,0.1
2020-12-29,-5.0,23,8.0,-0.1
2020-12-30,-4.9,23,8.0,0.2
2020-12-31,-4.0,23,8.0,0.4
2021-01-01,-4.7,28,8.0,0.6
2021-01-02,-6.9,38,8.0,0.3
2021-01-03,-16.9,35,7.0,0.5
2021-01-04,-20.8,34,0.0,0.4
2021-01-05,-15.4,33,7.0,0.3
2021-01-06,-8.2,32,7.0,0.4
2021-01-07,-14.5,31,8.0,0.1
2021-01-08,-11.2,31,8.0,0.2
2021-01-09,-11.6,33,8.0,75.2
2022-09-10,7.4,-1,7.0,390.9
2022-09-11,7.2,-1,8.0,343.4
2022-09-12,7.3,-1,7.0,332.6
2022-09-13,5.8,-1,8.0,5.0
2022-09-14,9.1,-1,7.0,-0.1
2022-09-15,8.7,-1,8.0,37.6
2022-09-16,9.9,-1,8.0,27.5
2022-09-17,8.9,-1,7.0,58.6
2022-09-18,8.8,-1,7.0,82.0
2022-09-19,8.1,-1,8.0,114.6
2022-09-20,5.4,-1,8.0,10.9
2022-09-21,2.8,-1,0.0,116.9
2022-09-22,9.0,-1,7.0,172.1
2022-09-23,7.3,-1,7.0,69.4
2022-09-24,6.7,-1,0.0,49.0
2022-09-25,3.4,-1,8.0,120.6
2022-09-26,4.9,-1,0.0,38.0
2022-09-27,6.4,-1,3.0,211.0
2022-09-28,6.3,-1,7.0,38.6
2022-09-29,3.7,-1,8.0,0.0
2022-09-30,1.9,-1,1.0,75.8
2022-10-01,1.6,-1,8.0,120.0
2022-10-02,4.1,-1,8.0,37.9
2022-10-03,5.8,-1,7.0,3.6
2022-10-04,4.2,-1,8.0,1.5
2022-10-05,3.5,-1,8.0,1.1
2022-10-06,7.5,-1,8.0,56.3
2022-10-07,5.8,-1,0.0,89.3
2022-10-08,7.0,-1,7.0,2.1
2022-10-09,3.7,-1,5.0,290.7
2022-10-10,3.8,-1,0.0,97.0
2022-10-11,7.6,-1,8.0,49.9
2022-10-12,3.5,-1,8.0,261.2
2022-10-13,2.4,-1,0.0,35.6
2022-10-14,4.7,-1,8.0,0.0
2022-10-15,6.3,-1,8.0,0.3
2022-10-16,8.6,-1,7.0,0.1
2022-10-17,4.4,-1,8.0,10.9
2022-10-18,0.9,-1,0.0,9.2
2022-10-19,-0.4,-1,8.0,171.7
2022-10-20,-0.1,-1,7.0,136.8
2022-10-21,-4.5,-1,7.0,41.8
2022-10-22,1.4,-1,8.0,74.9
2022-10-23,1.2,-1,5.0,66.5
2022-10-24,-0.7,-1,0.0,226.7
2022-10-25,-3.2,-1,8.0,0.1
2022-10-26,-2.0,-1,8.0,0.2
2022-10-27,-3.9,6,8.0,0.2
2022-10-28,-1.8,6,7.0,4.5
2022-10-29,2.2,2,8.0,1.8
2022-10-30,-2.6,1,8.0,25.0
2022-10-31,-5.5,1,0.0,161.2
2022-11-01,-3.1,1,9.0,37.3
2022-11-02,-4.8,2,9.0,0.2
2022-11-03,-1.5,2,9.0,0.0
2022-11-04,2.5,2,9.0,-0.1
2022-11-05,3.4,-1,8.0,0.1
2022-11-06,-1.1,0,,0.8
2022-11-07,-2.2,2,7.0,0.1
2022-11-08,-4.3,2,8.0,1.8
2022-11-09,-3.6,2,8.0,0.2
2022-11-10,-1.0,4,8.0,1.2
2022-11-11,-0.9,5,8.0,0.0
2022-11-12,0.3,8,7.0,134.2
2022-11-13,-3.8,7,8.0,162.8
2022-11-14,-2.0,7,8.0,0.3
2022-11-15,-3.7,7,8.0,0.0
2022-11-16,-8.5,7,7.0,0.3
2022-11-17,-14.6,7,0.0,2.6
2022-11-18,-10.7,7,0.0,0.0
2022-11-19,-5.0,7,8.0,0.1
2022-11-20,-13.2,8,7.0,-0.1
2022-11-21,-20.6,8,1.0,0.1
2022-11-22,-17.7,8,7.0,0.2
2022-11-23,-6.4,9,8.0,3.6
2022-11-24,-5.4,9,8.0,0.3
2022-11-25,-12.4,9,8.0,0.0
2022-11-26,-6.4,9,8.0,0.1
2022-11-27,-5.2,9,7.0,0.4
2022-11-28,-4.3,9,8.0,0.2
2022-11-29,-3.1,9,8.0,0.1
2022-11-30,-2.8,9,8.0,0.4
2022-12-01,-4.7,11,8.0,0.2
2022-12-02,-6.1,17,7.0,0.2
2022-12-03,-9.0,17,8.0,0.4
2022-12-04,-7.4,19,8.0,0.5
2022-12-05,-5.7,20,8.0,0.6
2022-12-06,-2.8,24,7.0,0.4
2022-12-07,-4.5,28,7.0,0.4
2022-12-08,-6.1,26,5.0,0.7
2022-12-09,-6.5,28,7.0,37.4
2023-09-10,14.3,-1,0.0,69.2
2023-09-11,10.3,-1,7.0,49.9
2023-09-12,14.6,-1,7.0,24.4
2023-09-13,9.4,-1,7.0,0.2
2023-09-14,5.1,-1,0.0,256.6
2023-09-15,3.0,-1,0.0,320.3
2023-09-16,5.6,-1,7.0,110.0
2023-09-17,7.5,-1,7.0,157.9
2023-09-18,5.1,-1,1.0,288.7
2023-09-19,7.5,-1,7.0,2.8
2023-09-20,3.0,-1,7.0,27.4
2023-09-21,4.4,-1,8.0,51.4
2023-09-22,12.7,-1,7.0,259.4
2023-09-23,15.0,-,7.0,-0.1
2023-09-24,6.5,-1,8.0,206.7
2023-09-25,7.3,-1,3.0,102.4
2023-09-26,11.5,-1,8.0,48.6
2023-09-27,10.5,-1,1.0,13.0
2023-09-28,9.5,-1,7.0,193.0
2023-09-29,9.5,-1,5.0,8.7
2023-09-30,11.6,-1,8.0,38.3
2023-10-01,7.1,-1,8.0,30.7
2023-10-02,2.3,-1,7.0,120.2
2023-10-03,3.9,-1,8.0,5.5
2023-10-04,3.1,-1,7.0,116.2
2023-10-05,-0.5,-1,8.0,36.1
2023-10-06,-0.9,-1,7.0,176.8
2023-10-07,-1.3,-1,8.0,0.9
2023-10-08,-1.2,7,7.0,40.4
2023-10-09,-1.9,5,8.0,131.3
2023-10-10,-1.9,3,7.0,26.6
2023-10-11,-0.6,2,9.0,-0.1
2023-10-12,0.6,10,8.0,86.4
2023-10-13,0.2,6,7.0,168.8
2023-10-14,-1.0,4,9.0,20.6
2023-10-15,0.2,11,8.0,114.9
2023-10-16,1.2,10,9.0,171.5
2023-10-17,-0.3,7,8.0,213.7
2023-10-18,-1.8,7,0.0,0.5
2023-10-19,-4.0,7,7.0,8.2
2023-10-20,-6.5,7,5.0,219.3
2023-10-21,-2.7,8,1.0,38.0
2023-10-22,-6.4,8,0.0,0.0
2023-10-23,-6.8,9,7.0,0.5
2023-10-24,-7.4,9,0.0,29.7
2023-10-25,-6.3,9,5.0,0.1
2023-10-26,-5.5,9,7.0,2.2
2023-10-27,-4.0,13,8.0,0.1
2023-10-28,-6.3,13,7.0,0.5
2023-10-29,-9.5,14,8.0,168.0
2023-10-30,-9.6,14,8.0,0.6
2023-10-31,-8.4,13,7.0,0.0
2023-11-01,-7.4,15,8.0,0.4
2023-11-02,-5.3,15,7.0,56.2
2023-11-03,-5.5,14,7.0,0.6
2023-11-04,-7.2,14,0.0,-0.1
2023-11-05,-1.1,15,8.0,9.4
2023-11-06,0.3,15,9.0,0.1
2023-11-07,-0.2,15,8.0,0.2
2023-11-08,-2.7,17,7.0,0.4
2023-11-09,-6.6,17,7.0,3.0
2023-11-10,-4.6,16,8.0,0.0
2023-11-11,-9.8,16,8.0,0.0
2023-11-12,-18.6,16,0.0,-0.2
2023-11-13,-8.6,16,8.0,0.2
2023-11-14,-12.1,16,7.0,0.5
2023-11-15,-7.3,16,8.0,0.4
2023-11-16,-15.2,16,0.0,110.9
2023-11-17,-13.4,16,7.0,123.5
2023-11-18,-20.5,16,1.0,0.9
2023-11-19,-16.9,16,7.0,0.6
2023-11-20,-22.7,16,7.0,1.0
2023-11-21,-24.1,16,3.0,0.5
2023-11-22,-16.5,16,8.0,5.7
2023-11-23,-8.3,21,9.0,12.5
2023-11-24,-9.0,23,7.0,0.1
2023-11-25,-4.0,25,8.0,30.3
2023-11-26,-16.0,26,7.0,0.6
2023-11-27,-25.0,25,0.0,68.9
2023-11-28,-8.2,25,0.0,0.6
2023-11-29,-5.0,25,8.0,0.2
2023-11-30,-8.7,26,8.0,0.2
2023-12-01,-11.4,27,8.0,0.3
2023-12-02,-15.8,29,3.0,1.4
2023-12-03,-6.8,27,7.0,37.2
2023-12-04,-8.2,27,7.0,1.2
2023-12-05,-10.7,33,8.0,16.6
2023-12-06,-15.7,36,8.0,49.5
2023-12-07,-16.2,35,7.0,1.7
2023-12-08,-13.6,35,7.0,0.1
2023-12-09,-16.4,37,8.0,0.7
2015-01-09,-8.2,50,8.0,1.6
2015-01-10,-17.2,51,1.0,1.0
2015-01-11,-24.4,51,7.0,0.9
2015-01-12,-31.3,51,0.0,19.0
2015-01-13,-20.0,51,8.0,3.7
2015-01-14,-15.2,51,9.0,5.7
2015-01-15,-11.7,51,7.0,63.1
2015-01-16,-5.0,51,8.0,1.5
2015-01-17,-2.8,55,8.0,0.8
2015-01-18,-6.0,59,8.0,1.4
2015-01-19,-23.3,59,7.0,0.7
2015-01-20,-25.1,59,8.0,0.5
2015-01-21,-28.2,59,0.0,2.2
2015-01-22,-24.2,59,9.0,0.3
2015-01-23,-23.1,58,8.0,0.9
2015-01-24,-20.1,58,7.0,5.8
2015-01-25,-9.9,60,8.0,0.6
2015-01-26,-5.3,60,8.0,0.6
2015-01-27,-3.5,62,8.0,0.5
2015-01-28,-4.2,62,8.0,0.8
2015-01-29,-8.3,66,7.0,0.5
2015-01-30,-10.9,72,8.0,38.5
2015-01-31,-13.9,74,8.0,1.1
2015-02-01,-11.4,74,7.0,3.0
2015-02-02,-14.0,74,9.0,2.8
2015-02-03,-13.1,74,7.0,1.6
2015-02-04,-16.5,74,8.0,0.6
2015-02-05,-11.9,74,8.0,1.3
2015-02-06,-8.2,74,8.0,65.5
2015-02-07,-5.5,72,7.0,4.4
2015-02-08,-11.8,72,7.0,47.1
2015-02-09,-14.1,72,7.0,1.2
2016-01-09,-14.3,39,7.0,0.2
2016-01-10,-24.7,41,8.0,0.5
2016-01-11,-29.2,41,8.0,0.3
2016-01-12,-33.4,41,8.0,0.3
2016-01-13,-25.1,41,0.0,0.4
2016-01-14,-10.1,41,7.0,27.7
2016-01-15,-14.6,44,9.0,65.6
2016-01-16,-13.2,48,9.0,57.1
2016-01-17,-26.5,48,0.0,31.2
2016-01-18,-18.1,49,8.0,0.8
2016-01-19,-30.4,49,8.0,0.7
2016-01-20,-30.4,49,3.0,100.1
2016-01-21,-30.1,49,1.0,25.6
2016-01-22,-22.8,49,8.0,114.8
2016-01-23,-9.2,52,9.0,1.3
2016-01-24,-9.8,52,8.0,1.0
2016-01-25,-14.3,52,8.0,6.0
2016-01-26,-11.6,55,8.0,1.5
2016-01-27,-5.1,60,8.0,1.4
2016-01-28,-4.8,59,7.0,1.3
2016-01-29,-17.0,59,7.0,6.4
2016-01-30,-7.3,59,8.0,3.3
2016-01-31,-1.9,62,8.0,1.5
2016-02-01,-5.4,63,7.0,93.7
2016-02-02,-5.2,63,8.0,1.2
2016-02-03,-8.0,64,8.0,1.3
2016-02-04,-12.1,63,8.0,68.4
2016-02-05,-12.4,63,5.0,59.8
2016-02-06,-11.9,61,8.0,1.6
2016-02-07,-5.2,64,9.0,1.3
2016-02-08,1.3,64,8.0,1.4
2016-02-09,0.6,60,8.0,1.5
2017-01-09,-7.1,50,7.0,0.8
2017-01-10,-15.0,50,5.0,0.9
2017-01-11,-0.4,50,8.0,0.1
2017-01-12,-5.6,50,8.0,0.3
2017-01-13,-6.4,50,8.0,1.1
2017-01-14,-10.5,50,8.0,0.5
2017-01-15,-11.7,51,7.0,0.4
2017-01-16,-10.0,56,7.0,0.9
2017-01-17,-5.8,56,9.0,0.9
2017-01-18,-5.8,53,7.0,1.0
2017-01-19,-2.4,51,7.0,7.8
2017-01-20,-8.6,53,0.0,7.0
2017-01-21,-8.4,53,0.0,63.9
2017-01-22,-12.8,53,0.0,56.8
2017-01-23,-16.6,53,8.0,0.8
2017-01-24,-20.6,53,8.0,72.6
2017-01-25,-8.4,53,7.0,2.4
2017-01-26,-0.8,52,8.0,1.3
2017-01-27,-3.3,52,8.0,140.5
2017-01-28,-8.1,52,0.0,1.2
2017-01-29,-4.6,52,5.0,1.1
2017-01-30,-2.8,52,7.0,1.6
2017-01-31,-11.2,52,8.0,2.0
2017-02-01,-16.3,52,0.0,0.8
2017-02-02,-10.5,52,8.0,1.5
2017-02-03,-7.7,52,8.0,1.6
2017-02-04,-9.0,52,7.0,1.7
2017-02-05,-13.1,52,8.0,1.1
2017-02-06,-7.6,52,8.0,71.4
2017-02-07,-9.7,52,8.0,160.3
2017-02-08,-13.9,52,7.0,221.5
2017-02-09,-15.3,52,5.0,106.4
2018-01-09,-13.0,58,1.0,39.6
2018-01-10,-8.9,58,7.0,0.9
2018-01-11,-6.2,56,9.0,0.5
2018-01-12,-6.5,55,8.0,1.4
2018-01-13,-10.1,55,1.0,0.6
2018-01-14,-3.0,54,8.0,37.5
2018-01-15,-5.3,53,7.0,0.3
2018-01-16,-11.2,53,8.0,61.4
2018-01-17,-15.8,53,0.0,0.2
2018-01-18,-10.5,53,1.0,0.4
2018-01-19,-14.0,53,8.0,0.8
2018-01-20,-11.5,53,1.0,0.8
2018-01-21,-13.3,56,9.0,0.7
2018-01-22,-21.0,57,7.0,0.9
2018-01-23,-22.2,58,8.0,1.2
2018-01-24,-22.5,58,0.0,0.6
2018-01-25,-4.0,62,7.0,1.1
2018-01-26,-12.1,68,7.0,1.0
2018-01-27,-15.7,67,7.0,1.0
2018-01-28,-13.2,66,8.0,1.1
2018-01-29,-8.3,66,8.0,0.9
2018-01-30,-7.1,65,7.0,0.7
2018-01-31,-14.3,64,8.0,54.4
2018-02-01,-28.0,64,3.0,1.0
2018-02-02,-21.4,64,1.0,1.2
2018-02-03,-18.0,63,7.0,0.3
2018-02-04,-23.3,63,0.0,151.6
2018-02-05,-27.1,63,0.0,185.0
2018-02-06,-21.5,63,0.0,0.6
2018-02-07,-15.7,63,8.0,1.8
2018-02-08,-16.0,63,7.0,2.8
2018-02-09,-6.3,63,8.0,0.7
2019-01-09,-17.3,33,7.0,1.1
2019-01-10,-13.8,33,3.0,0.9
2019-01-11,-2.7,35,9.0,60.9
2019-01-12,-2.7,38,7.0,75.3
2019-01-13,-10.5,38,5.0,1.5
2019-01-14,-16.2,36,8.0,1.9
2019-01-15,-15.2,36,7.0,0.9
2019-01-16,-14.1,37,7.0,75.7
2019-01-17,-13.7,39,8.0,0.4
2019-01-18,-12.8,39,7.0,14.8
2019-01-19,-22.3,39,7.0,53.0
2019-01-20,-23.8,40,1.0,107.0
2019-01-21,-29.8,40,0.0,127.0
2019-01-22,-21.5,42,3.0,72.0
2019-01-23,-22.1,43,8.0,0.7
2019-01-24,-22.3,43,0.0,78.7
2019-01-25,-30.3,43,8.0,0.5
2019-01-26,-29.8,43,7.0,0.3
2019-01-27,-26.8,43,0.0,156.9
2019-01-28,-27.0,43,3.0,0.6
2019-01-29,-15.1,43,7.0,0.6
2019-01-30,-9.7,45,8.0,1.1
2019-01-31,-10.6,50,7.0,22.1
2019-02-01,-18.4,50,7.0,0.2
2019-02-02,-31.9,49,0.0,0.3
2019-02-03,-29.9,48,0.0,0.5
2019-02-04,-17.6,48,7.0,3.9
2019-02-05,-18.6,50,7.0,0.7
2019-02-06,-26.2,50,1.0,170.3
2019-02-07,-20.8,50,0.0,0.9
2019-02-08,-13.5,52,8.0,0.5
2019-02-09,-10.4,53,8.0,0.6
2014-10-09,-0.4,-1,7.0,1.5
