Observation station,Year,Month,Day,Time [Local time],Direct solar radiation mean [W/m2]
Helsinki Kumpula,2022,6,5,00:00,232.0
Helsinki Kumpula,2022,6,6,00:00,565.9
Helsinki Kumpula,2022,6,7,00:00,523.4
Helsinki Kumpula,2022,6,8,00:00,112.0
Helsinki Kumpula,2022,6,9,00:00,488.0
Helsinki Kumpula,2021,4,10,00:00,71.0
Helsinki Kumpula,2021,4,11,00:00,332.0
Helsinki Kumpula,2021,4,12,00:00,54.1
Helsinki Kumpula,2021,4,13,00:00,26.6
Helsinki Kumpula,2021,4,14,00:00,217.4
Helsinki Kumpula,2021,4,15,00:00,371.0
Helsinki Kumpula,2021,4,16,00:00,378.5
Helsinki Kumpula,2021,4,17,00:00,422.8
Helsinki Kumpula,2021,4,18,00:00,433.9
Helsinki Kumpula,2021,4,19,00:00,433.6
Helsinki Kumpula,2021,4,20,00:00,326.5
Helsinki Kumpula,2021,4,21,00:00,389.1
Helsinki Kumpula,2021,4,22,00:00,265.1
Helsinki Kumpula,2021,4,23,00:00,0.7
Helsinki Kumpula,2021,4,24,00:00,5.0
Helsinki Kumpula,2021,4,25,00:00,17.3
Helsinki Kumpula,2021,4,26,00:00,0.6
Helsinki Kumpula,2021,4,27,00:00,5.2
Helsinki Kumpula,2021,4,28,00:00,161.3
Helsinki Kumpula,2021,4,29,00:00,259.5
Helsinki Kumpula,2021,4,30,00:00,339.0
Helsinki Kumpula,2021,5,1,00:00,131.9
Helsinki Kumpula,2021,5,2,00:00,331.7
Helsinki Kumpula,2021,5,3,00:00,54.9
Helsinki Kumpula,2021,5,4,00:00,133.9
Helsinki Kumpula,2021,5,5,00:00,8.8
Helsinki Kumpula,2021,5,6,00:00,7.7
Helsinki Kumpula,2021,5,7,00:00,66.6
Helsinki Kumpula,2021,5,8,00:00,77.1
Helsinki Kumpula,2021,5,9,00:00,213.4
Helsinki Kumpula,2021,5,10,00:00,69.8
Helsinki Kumpula,2021,5,11,00:00,437.9
Helsinki Kumpula,2021,5,12,00:00,468.6
Helsinki Kumpula,2021,5,13,00:00,291.3
Helsinki Kumpula,2021,5,14,00:00,226.6
Helsinki Kumpula,2021,5,15,00:00,108.8
Helsinki Kumpula,2021,5,16,00:00,457.3
Helsinki Kumpula,2021,5,17,00:00,116.6
Helsinki Kumpula,2021,5,18,00:00,15.0
Helsinki Kumpula,2021,5,19,00:00,1.5
Helsinki Kumpula,2021,5,20,00:00,2.1
Helsinki Kumpula,2021,5,21,00:00,14.9
Helsinki Kumpula,2021,5,22,00:00,367.0
Helsinki Kumpula,2021,5,23,00:00,54.2
Helsinki Kumpula,2021,5,24,00:00,345.0
Helsinki Kumpula,2021,5,25,00:00,263.9
Helsinki Kumpula,2021,5,26,00:00,0.1
Helsinki Kumpula,2021,5,27,00:00,22.0
Helsinki Kumpula,2021,5,28,00:00,420.6
Helsinki Kumpula,2021,5,29,00:00,486.1
Helsinki Kumpula,2021,5,30,00:00,556.7
Helsinki Kumpula,2021,5,31,00:00,135.7
Helsinki Kumpula,2021,6,1,00:00,485.6
Helsinki Kumpula,2021,6,2,00:00,482.2
Helsinki Kumpula,2021,6,3,00:00,324.5
Helsinki Kumpula,2021,6,4,00:00,476.6
Helsinki Kumpula,2021,6,5,00:00,424.7
Helsinki Kumpula,2021,6,6,00:00,226.6
Helsinki Kumpula,2021,6,7,00:00,292.5
Helsinki Kumpula,2021,6,8,00:00,330.6
Helsinki Kumpula,2021,6,9,00:00,432.7
Helsinki Kumpula,2021,6,10,00:00,505.4
Helsinki Kumpula,2021,6,11,00:00,496.3
Helsinki Kumpula,2021,6,12,00:00,149.2
Helsinki Kumpula,2021,6,13,00:00,176.8
Helsinki Kumpula,2021,6,14,00:00,379.9
Helsinki Kumpula,2021,6,15,00:00,412.1
Helsinki Kumpula,2021,6,16,00:00,480.0
Helsinki Kumpula,2021,6,17,00:00,407.2
Helsinki Kumpula,2021,6,18,00:00,472.7
Helsinki Kumpula,2021,6,19,00:00,461.8
Helsinki Kumpula,2021,6,20,00:00,379.5
Helsinki Kumpula,2021,6,21,00:00,340.7
Helsinki Kumpula,2021,6,22,00:00,314.3
Helsinki Kumpula,2021,6,23,00:00,193.0
Helsinki Kumpula,2021,6,24,00:00,84.1
Helsinki Kumpula,2021,6,25,00:00,145.8
Helsinki Kumpula,2021,6,26,00:00,414.2
Helsinki Kumpula,2021,6,27,00:00,196.4
Helsinki Kumpula,2021,6,28,00:00,420.8
Helsinki Kumpula,2021,6,29,00:00,537.1
Helsinki Kumpula,2021,6,30,00:00,228.6
Helsinki Kumpula,2021,7,1,00:00,284.6
Helsinki Kumpula,2021,7,2,00:00,393.4
Helsinki Kumpula,2021,7,3,00:00,539.4
Helsinki Kumpula,2021,7,4,00:00,542.9
Helsinki Kumpula,2021,7,5,00:00,419.2
Helsinki Kumpula,2021,7,6,00:00,113.1
Helsinki Kumpula,2021,7,7,00:00,238.9
Helsinki Kumpula,2021,7,8,00:00,99.3
Helsinki Kumpula,2021,7,9,00:00,122.1
Helsinki Kumpula,2021,7,10,00:00,300.2
Helsinki Kumpula,2021,7,11,00:00,455.5
Helsinki Kumpula,2021,7,12,00:00,421.8
Helsinki Kumpula,2021,7,13,00:00,363.6
Helsinki Kumpula,2021,7,14,00:00,430.5
Helsinki Kumpula,2021,7,15,00:00,362.6
Helsinki Kumpula,2021,7,16,00:00,274.7
Helsinki Kumpula,2021,7,17,00:00,452.9
Helsinki Kumpula,2021,7,18,00:00,320.6
Helsinki Kumpula,2021,7,19,00:00,335.5
Helsinki Kumpula,2021,7,20,00:00,137.0
Helsinki Kumpula,2021,7,21,00:00,362.8
Helsinki Kumpula,2021,7,22,00:00,255.3
Helsinki Kumpula,2021,7,23,00:00,231.1
Helsinki Kumpula,2021,7,24,00:00,388.8
Helsinki Kumpula,2021,7,25,00:00,434.6
Helsinki Kumpula,2021,7,26,00:00,429.9
Helsinki Kumpula,2021,7,27,00:00,410.6
Helsinki Kumpula,2021,7,28,00:00,70.3
Helsinki Kumpula,2021,7,29,00:00,309.7
Helsinki Kumpula,2021,7,30,00:00,101.5
Helsinki Kumpula,2021,7,31,00:00,150.6
Helsinki Kumpula,2021,8,1,00:00,275.0
Helsinki Kumpula,2021,8,2,00:00,139.5
Helsinki Kumpula,2021,8,3,00:00,81.4
Helsinki Kumpula,2021,8,4,00:00,247.4
Helsinki Kumpula,2021,8,5,00:00,425.5
Helsinki Kumpula,2021,8,6,00:00,446.2
Helsinki Kumpula,2021,8,7,00:00,46.2
Helsinki Kumpula,2021,8,8,00:00,76.1
Helsinki Kumpula,2021,8,9,00:00,64.4
Helsinki Kumpula,2023,4,10,00:00,404.5
Helsinki Kumpula,2023,4,11,00:00,151.0
Helsinki Kumpula,2023,4,12,00:00,285.0
Helsinki Kumpula,2023,4,13,00:00,23.9
Helsinki Kumpula,2023,4,14,00:00,370.4
Helsinki Kumpula,2023,4,15,00:00,366.4
Helsinki Kumpula,2023,4,16,00:00,406.5
Helsinki Kumpula,2023,4,17,00:00,403.3
Helsinki Kumpula,2023,4,18,00:00,351.6
Helsinki Kumpula,2023,4,19,00:00,446.6
Helsinki Kumpula,2023,4,20,00:00,129.3
Helsinki Kumpula,2023,4,21,00:00,248.8
Helsinki Kumpula,2023,4,22,00:00,448.7
Helsinki Kumpula,2023,4,23,00:00,434.6
Helsinki Kumpula,2023,4,24,00:00,304.4
Helsinki Kumpula,2023,4,25,00:00,87.8
Helsinki Kumpula,2023,4,26,00:00,133.7
Helsinki Kumpula,2023,4,27,00:00,142.9
Helsinki Kumpula,2023,4,28,00:00,285.6
Helsinki Kumpula,2023,4,29,00:00,157.8
Helsinki Kumpula,2023,4,30,00:00,48.9
Helsinki Kumpula,2023,5,1,00:00,280.1
Helsinki Kumpula,2023,5,2,00:00,2.8
Helsinki Kumpula,2023,5,3,00:00,211.5
Helsinki Kumpula,2023,5,4,00:00,284.1
Helsinki Kumpula,2023,5,5,00:00,83.0
Helsinki Kumpula,2023,5,6,00:00,243.5
Helsinki Kumpula,2023,5,7,00:00,458.9
Helsinki Kumpula,2023,5,8,00:00,479.1
Helsinki Kumpula,2023,5,9,00:00,418.5
Helsinki Kumpula,2023,5,10,00:00,386.5
Helsinki Kumpula,2023,5,11,00:00,442.8
Helsinki Kumpula,2023,5,12,00:00,476.0
Helsinki Kumpula,2023,5,13,00:00,469.6
Helsinki Kumpula,2023,5,14,00:00,438.3
Helsinki Kumpula,2023,5,15,00:00,364.6
Helsinki Kumpula,2023,5,16,00:00,1.6
Helsinki Kumpula,2023,5,17,00:00,62.0
Helsinki Kumpula,2023,5,18,00:00,265.8
Helsinki Kumpula,2023,5,19,00:00,472.1
Helsinki Kumpula,2023,5,20,00:00,482.6
Helsinki Kumpula,2023,5,21,00:00,331.6
Helsinki Kumpula,2023,5,22,00:00,270.3
Helsinki Kumpula,2023,5,23,00:00,394.7
Helsinki Kumpula,2023,5,24,00:00,453.0
Helsinki Kumpula,2023,5,25,00:00,109.6
Helsinki Kumpula,2023,5,26,00:00,125.5
Helsinki Kumpula,2023,5,27,00:00,396.1
Helsinki Kumpula,2023,5,28,00:00,280.0
Helsinki Kumpula,2023,5,29,00:00,270.8
Helsinki Kumpula,2023,5,30,00:00,184.7
Helsinki Kumpula,2023,5,31,00:00,176.7
Helsinki Kumpula,2023,6,1,00:00,247.7
Helsinki Kumpula,2023,6,2,00:00,164.9
Helsinki Kumpula,2023,6,3,00:00,94.9
Helsinki Kumpula,2023,6,4,00:00,92.8
Helsinki Kumpula,2023,6,5,00:00,336.4
Helsinki Kumpula,2023,6,6,00:00,176.3
Helsinki Kumpula,2023,6,7,00:00,430.3
Helsinki Kumpula,2023,6,8,00:00,259.6
Helsinki Kumpula,2023,6,9,00:00,398.0
Helsinki Kumpula,2020,6,10,00:00,276.3
Helsinki Kumpula,2020,6,11,00:00,454.5
Helsinki Kumpula,2020,6,12,00:00,556.8
Helsinki Kumpula,2020,6,13,00:00,513.1
Helsinki Kumpula,2020,6,14,00:00,568.9
Helsinki Kumpula,2020,6,15,00:00,355.6
Helsinki Kumpula,2020,6,16,00:00,81.5
Helsinki Kumpula,2020,6,17,00:00,383.9
Helsinki Kumpula,2020,6,18,00:00,216.4
Helsinki Kumpula,2020,6,19,00:00,515.9
Helsinki Kumpula,2020,6,20,00:00,493.3
Helsinki Kumpula,2020,6,21,00:00,551.0
Helsinki Kumpula,2020,6,22,00:00,578.8
Helsinki Kumpula,2020,6,23,00:00,540.2
Helsinki Kumpula,2020,6,24,00:00,477.8
Helsinki Kumpula,2020,6,25,00:00,511.8
Helsinki Kumpula,2020,6,26,00:00,494.5
Helsinki Kumpula,2020,6,27,00:00,493.2
Helsinki Kumpula,2020,6,28,00:00,431.9
Helsinki Kumpula,2020,6,29,00:00,190.2
Helsinki Kumpula,2020,6,30,00:00,51.4
Helsinki Kumpula,2020,7,1,00:00,84.0
Helsinki Kumpula,2020,7,2,00:00,200.6
Helsinki Kumpula,2020,7,3,00:00,427.0
Helsinki Kumpula,2020,7,4,00:00,29.8
Helsinki Kumpula,2020,7,5,00:00,18.4
Helsinki Kumpula,2020,7,6,00:00,363.6
Helsinki Kumpula,2020,7,7,00:00,130.7
Helsinki Kumpula,2020,7,8,00:00,244.9
Helsinki Kumpula,2020,7,9,00:00,363.7
Helsinki Kumpula,2020,7,10,00:00,432.8
Helsinki Kumpula,2020,7,11,00:00,8.6
Helsinki Kumpula,2020,7,12,00:00,537.0
Helsinki Kumpula,2020,7,13,00:00,216.4
Helsinki Kumpula,2020,7,14,00:00,429.0
Helsinki Kumpula,2020,7,15,00:00,437.7
Helsinki Kumpula,2020,7,16,00:00,293.6
Helsinki Kumpula,2020,7,17,00:00,395.3
Helsinki Kumpula,2020,7,18,00:00,504.8
Helsinki Kumpula,2020,7,19,00:00,329.3
Helsinki Kumpula,2020,7,20,00:00,41.5
Helsinki Kumpula,2020,7,21,00:00,306.6
Helsinki Kumpula,2020,7,22,00:00,215.2
Helsinki Kumpula,2020,7,23,00:00,68.8
Helsinki Kumpula,2020,7,24,00:00,42.1
Helsinki Kumpula,2020,7,25,00:00,218.1
Helsinki Kumpula,2020,7,26,00:00,488.3
Helsinki Kumpula,2020,7,27,00:00,388.2
Helsinki Kumpula,2020,7,28,00:00,4.4
Helsinki Kumpula,2020,7,29,00:00,108.7
Helsinki Kumpula,2020,7,30,00:00,216.1
Helsinki Kumpula,2020,7,31,00:00,317.9
Helsinki Kumpula,2020,8,1,00:00,349.4
Helsinki Kumpula,2020,8,2,00:00,228.6
Helsinki Kumpula,2020,8,3,00:00,176.5
Helsinki Kumpula,2020,8,4,00:00,2.5
Helsinki Kumpula,2020,8,5,00:00,281.7
Helsinki Kumpula,2020,8,6,00:00,17.0
Helsinki Kumpula,2020,8,7,00:00,255.5
Helsinki Kumpula,2020,8,8,00:00,436.7
Helsinki Kumpula,2020,8,9,00:00,323.6
Helsinki Kumpula,2020,8,10,00:00,405.8
Helsinki Kumpula,2020,8,11,00:00,249.7
Helsinki Kumpula,2020,8,12,00:00,52.4
Helsinki Kumpula,2020,8,13,00:00,161.1
Helsinki Kumpula,2020,8,14,00:00,177.5
Helsinki Kumpula,2020,8,15,00:00,267.7
Helsinki Kumpula,2020,8,16,00:00,426.1
Helsinki Kumpula,2020,8,17,00:00,440.5
Helsinki Kumpula,2020,8,18,00:00,425.8
Helsinki Kumpula,2020,8,19,00:00,363.7
Helsinki Kumpula,2020,8,20,00:00,383.7
Helsinki Kumpula,2020,8,21,00:00,377.2
Helsinki Kumpula,2020,8,22,00:00,0.2
Helsinki Kumpula,2020,8,23,00:00,256.0
Helsinki Kumpula,2020,8,24,00:00,149.8
Helsinki Kumpula,2020,8,25,00:00,124.4
Helsinki Kumpula,2020,8,26,00:00,209.9
Helsinki Kumpula,2020,8,27,00:00,279.5
Helsinki Kumpula,2020,8,28,00:00,264.1
Helsinki Kumpula,2020,8,29,00:00,200.3
Helsinki Kumpula,2020,8,30,00:00,0.3
Helsinki Kumpula,2020,8,31,00:00,0.8
Helsinki Kumpula,2020,9,1,00:00,364.2
Helsinki Kumpula,2020,9,2,00:00,127.4
Helsinki Kumpula,2020,9,3,00:00,8.1
Helsinki Kumpula,2020,9,4,00:00,32.3
Helsinki Kumpula,2020,9,5,00:00,38.3
Helsinki Kumpula,2020,9,6,00:00,95.6
Helsinki Kumpula,2020,9,7,00:00,282.2
Helsinki Kumpula,2020,9,8,00:00,11.0
Helsinki Kumpula,2020,9,9,00:00,98.7
Helsinki Kumpula,2022,6,10,00:00,226.8
Helsinki Kumpula,2022,6,11,00:00,399.1
Helsinki Kumpula,2022,6,12,00:00,407.1
Helsinki Kumpula,2022,6,13,00:00,486.6
Helsinki Kumpula,2022,6,14,00:00,145.7
Helsinki Kumpula,2022,6,15,00:00,392.5
Helsinki Kumpula,2022,6,16,00:00,309.7
Helsinki Kumpula,2022,6,17,00:00,421.0
Helsinki Kumpula,2022,6,18,00:00,0.8
Helsinki Kumpula,2022,6,19,00:00,333.0
Helsinki Kumpula,2022,6,20,00:00,151.3
Helsinki Kumpula,2022,6,21,00:00,434.1
Helsinki Kumpula,2022,6,22,00:00,318.6
Helsinki Kumpula,2022,6,23,00:00,373.6
Helsinki Kumpula,2022,6,24,00:00,407.8
Helsinki Kumpula,2022,6,25,00:00,549.4
Helsinki Kumpula,2022,6,26,00:00,512.1
Helsinki Kumpula,2022,6,27,00:00,422.5
Helsinki Kumpula,2022,6,28,00:00,336.2
Helsinki Kumpula,2022,6,29,00:00,331.4
Helsinki Kumpula,2022,6,30,00:00,534.5
Helsinki Kumpula,2022,7,1,00:00,213.4
Helsinki Kumpula,2022,7,2,00:00,287.3
Helsinki Kumpula,2022,7,3,00:00,467.0
Helsinki Kumpula,2022,7,4,00:00,504.4
Helsinki Kumpula,2022,7,5,00:00,420.6
Helsinki Kumpula,2022,7,6,00:00,322.4
Helsinki Kumpula,2022,7,7,00:00,335.8
Helsinki Kumpula,2022,7,8,00:00,341.8
Helsinki Kumpula,2022,7,9,00:00,25.3
Helsinki Kumpula,2022,7,10,00:00,390.2
Helsinki Kumpula,2022,7,11,00:00,284.0
Helsinki Kumpula,2022,7,12,00:00,74.5
Helsinki Kumpula,2022,7,13,00:00,30.2
Helsinki Kumpula,2022,7,14,00:00,222.5
Helsinki Kumpula,2022,7,15,00:00,166.5
Helsinki Kumpula,2022,7,16,00:00,86.1
Helsinki Kumpula,2022,7,17,00:00,33.2
Helsinki Kumpula,2022,7,18,00:00,161.4
Helsinki Kumpula,2022,7,19,00:00,324.5
Helsinki Kumpula,2022,7,20,00:00,469.9
Helsinki Kumpula,2022,7,21,00:00,408.1
Helsinki Kumpula,2022,7,22,00:00,352.2
Helsinki Kumpula,2022,7,23,00:00,229.3
Helsinki Kumpula,2022,7,24,00:00,6.2
Helsinki Kumpula,2022,7,25,00:00,409.9
Helsinki Kumpula,2022,7,26,00:00,124.3
Helsinki Kumpula,2022,7,27,00:00,190.5
Helsinki Kumpula,2022,7,28,00:00,110.5
Helsinki Kumpula,2022,7,29,00:00,150.9
Helsinki Kumpula,2022,7,30,00:00,266.8
Helsinki Kumpula,2022,7,31,00:00,249.2
Helsinki Kumpula,2022,8,1,00:00,395.0
Helsinki Kumpula,2022,8,2,00:00,356.5
Helsinki Kumpula,2022,8,3,00:00,217.3
Helsinki Kumpula,2022,8,4,00:00,305.2
Helsinki Kumpula,2022,8,5,00:00,313.2
Helsinki Kumpula,2022,8,6,00:00,121.6
Helsinki Kumpula,2022,8,7,00:00,421.5
Helsinki Kumpula,2022,8,8,00:00,72.3
Helsinki Kumpula,2022,8,9,00:00,383.9
Helsinki Kumpula,2022,8,10,00:00,382.9
Helsinki Kumpula,2022,8,11,00:00,203.8
Helsinki Kumpula,2022,8,12,00:00,328.4
Helsinki Kumpula,2022,8,13,00:00,397.2
Helsinki Kumpula,2022,8,14,00:00,313.1
Helsinki Kumpula,2022,8,15,00:00,250.9
Helsinki Kumpula,2022,8,16,00:00,342.4
Helsinki Kumpula,2022,8,17,00:00,163.8
Helsinki Kumpula,2022,8,18,00:00,93.5
Helsinki Kumpula,2022,8,19,00:00,124.9
Helsinki Kumpula,2022,8,20,00:00,267.5
Helsinki Kumpula,2022,8,21,00:00,178.1
Helsinki Kumpula,2022,8,22,00:00,120.4
Helsinki Kumpula,2022,8,23,00:00,181.1
Helsinki Kumpula,2022,8,24,00:00,63.2
Helsinki Kumpula,2022,8,25,00:00,5.9
Helsinki Kumpula,2022,8,26,00:00,0.4
Helsinki Kumpula,2022,8,27,00:00,291.1
Helsinki Kumpula,2022,8,28,00:00,202.3
Helsinki Kumpula,2022,8,29,00:00,11.0
Helsinki Kumpula,2022,8,30,00:00,216.3
Helsinki Kumpula,2022,8,31,00:00,60.1
Helsinki Kumpula,2022,9,1,00:00,235.9
Helsinki Kumpula,2022,9,2,00:00,252.1
Helsinki Kumpula,2022,9,3,00:00,110.1
Helsinki Kumpula,2022,9,4,00:00,123.7
Helsinki Kumpula,2022,9,5,00:00,10.6
Helsinki Kumpula,2022,9,6,00:00,144.6
Helsinki Kumpula,2022,9,7,00:00,150.0
Helsinki Kumpula,2022,9,8,00:00,373.2
Helsinki Kumpula,2022,9,9,00:00,377.1
Helsinki Kumpula,2023,6,10,00:00,516.6
Helsinki Kumpula,2023,6,11,00:00,515.8
Helsinki Kumpula,2023,6,12,00:00,516.8
Helsinki Kumpula,2023,6,13,00:00,513.7
Helsinki Kumpula,2023,6,14,00:00,397.3
Helsinki Kumpula,2023,6,15,00:00,393.0
Helsinki Kumpula,2023,6,16,00:00,332.0
Helsinki Kumpula,2023,6,17,00:00,337.0
Helsinki Kumpula,2023,6,18,00:00,435.2
Helsinki Kumpula,2023,6,19,00:00,531.1
Helsinki Kumpula,2023,6,20,00:00,428.6
Helsinki Kumpula,2023,6,21,00:00,404.4
Helsinki Kumpula,2023,6,22,00:00,35.8
Helsinki Kumpula,2023,6,23,00:00,406.4
Helsinki Kumpula,2023,6,24,00:00,257.2
Helsinki Kumpula,2023,6,25,00:00,130.0
Helsinki Kumpula,2023,6,26,00:00,472.7
Helsinki Kumpula,2023,6,27,00:00,458.7
Helsinki Kumpula,2023,6,28,00:00,338.9
Helsinki Kumpula,2023,6,29,00:00,339.7
Helsinki Kumpula,2023,6,30,00:00,345.8
Helsinki Kumpula,2023,7,1,00:00,30.4
Helsinki Kumpula,2023,7,2,00:00,78.8
Helsinki Kumpula,2023,7,3,00:00,152.1
Helsinki Kumpula,2023,7,4,00:00,218.9
Helsinki Kumpula,2023,7,5,00:00,299.0
Helsinki Kumpula,2023,7,6,00:00,70.0
Helsinki Kumpula,2023,7,7,00:00,357.2
Helsinki Kumpula,2023,7,8,00:00,69.1
Helsinki Kumpula,2023,7,9,00:00,94.4
Helsinki Kumpula,2023,7,10,00:00,201.1
Helsinki Kumpula,2023,7,11,00:00,444.2
Helsinki Kumpula,2023,7,12,00:00,518.4
Helsinki Kumpula,2023,7,13,00:00,334.5
Helsinki Kumpula,2023,7,14,00:00,336.2
Helsinki Kumpula,2023,7,15,00:00,402.7
Helsinki Kumpula,2023,7,16,00:00,286.6
Helsinki Kumpula,2023,7,17,00:00,329.3
Helsinki Kumpula,2023,7,18,00:00,306.0
Helsinki Kumpula,2023,7,19,00:00,211.1
Helsinki Kumpula,2023,7,20,00:00,355.3
Helsinki Kumpula,2023,7,21,00:00,302.5
Helsinki Kumpula,2023,7,22,00:00,355.4
Helsinki Kumpula,2023,7,23,00:00,420.0
Helsinki Kumpula,2023,7,24,00:00,407.6
Helsinki Kumpula,2023,7,25,00:00,205.7
Helsinki Kumpula,2023,7,26,00:00,52.8
Helsinki Kumpula,2023,7,27,00:00,107.2
Helsinki Kumpula,2023,7,28,00:00,96.1
Helsinki Kumpula,2023,7,29,00:00,134.5
Helsinki Kumpula,2023,7,30,00:00,344.0
Helsinki Kumpula,2023,7,31,00:00,106.2
Helsinki Kumpula,2023,8,1,00:00,2.1
Helsinki Kumpula,2023,8,2,00:00,17.2
Helsinki Kumpula,2023,8,3,00:00,10.6
Helsinki Kumpula,2023,8,4,00:00,43.3
Helsinki Kumpula,2023,8,5,00:00,313.3
Helsinki Kumpula,2023,8,6,00:00,90.8
Helsinki Kumpula,2023,8,7,00:00,354.7
Helsinki Kumpula,2023,8,8,00:00,83.9
Helsinki Kumpula,2023,8,9,00:00,378.3
Helsinki Kumpula,2023,8,10,00:00,212.2
Helsinki Kumpula,2023,8,11,00:00,268.0
Helsinki Kumpula,2023,8,12,00:00,312.2
Helsinki Kumpula,2023,8,13,00:00,284.9
Helsinki Kumpula,2023,8,14,00:00,355.5
Helsinki Kumpula,2023,8,15,00:00,397.0
Helsinki Kumpula,2023,8,16,00:00,122.1
Helsinki Kumpula,2023,8,17,00:00,175.3
Helsinki Kumpula,2023,8,18,00:00,157.0
Helsinki Kumpula,2023,8,19,00:00,0.4
Helsinki Kumpula,2023,8,20,00:00,171.3
Helsinki Kumpula,2023,8,21,00:00,17.9
Helsinki Kumpula,2023,8,22,00:00,84.2
Helsinki Kumpula,2023,8,23,00:00,23.6
Helsinki Kumpula,2023,8,24,00:00,107.2
Helsinki Kumpula,2023,8,25,00:00,169.2
Helsinki Kumpula,2023,8,26,00:00,184.1
Helsinki Kumpula,2023,8,27,00:00,0.1
Helsinki Kumpula,2023,8,28,00:00,1.7
Helsinki Kumpula,2023,8,29,00:00,325.2
Helsinki Kumpula,2023,8,30,00:00,0.6
Helsinki Kumpula,2023,8,31,00:00,0.2
Helsinki Kumpula,2023,9,1,00:00,157.4
Helsinki Kumpula,2023,9,2,00:00,29.5
Helsinki Kumpula,2023,9,3,00:00,172.7
Helsinki Kumpula,2023,9,4,00:00,101.0
Helsinki Kumpula,2023,9,5,00:00,18.9
Helsinki Kumpula,2023,9,6,00:00,349.3
Helsinki Kumpula,2023,9,7,00:00,297.8
Helsinki Kumpula,2023,9,8,00:00,75.9
Helsinki Kumpula,2023,9,9,00:00,198.5
Helsinki Kumpula,2019,7,10,00:00,309.0
Helsinki Kumpula,2019,7,11,00:00,33.5
Helsinki Kumpula,2019,7,12,00:00,196.3
Helsinki Kumpula,2019,7,13,00:00,219.3
Helsinki Kumpula,2019,7,14,00:00,320.7
Helsinki Kumpula,2019,7,15,00:00,200.7
Helsinki Kumpula,2019,7,16,00:00,41.5
Helsinki Kumpula,2019,7,17,00:00,284.8
Helsinki Kumpula,2019,7,18,00:00,452.5
Helsinki Kumpula,2019,7,19,00:00,400.1
Helsinki Kumpula,2019,7,20,00:00,380.4
Helsinki Kumpula,2019,7,21,00:00,461.6
Helsinki Kumpula,2019,7,22,00:00,159.6
Helsinki Kumpula,2019,7,23,00:00,224.0
Helsinki Kumpula,2019,7,24,00:00,399.5
Helsinki Kumpula,2019,7,25,00:00,422.4
Helsinki Kumpula,2019,7,26,00:00,412.2
Helsinki Kumpula,2019,7,27,00:00,418.6
Helsinki Kumpula,2019,7,28,00:00,275.8
Helsinki Kumpula,2019,7,29,00:00,155.3
Helsinki Kumpula,2019,7,30,00:00,119.0
Helsinki Kumpula,2019,7,31,00:00,283.6
Helsinki Kumpula,2019,8,1,00:00,331.2
Helsinki Kumpula,2019,8,2,00:00,255.8
Helsinki Kumpula,2019,8,3,00:00,194.9
Helsinki Kumpula,2019,8,4,00:00,166.9
Helsinki Kumpula,2019,8,5,00:00,253.9
Helsinki Kumpula,2019,8,6,00:00,139.3
Helsinki Kumpula,2019,8,7,00:00,91.9
Helsinki Kumpula,2019,8,8,00:00,131.8
Helsinki Kumpula,2019,8,9,00:00,88.6
Helsinki Kumpula,2019,8,10,00:00,318.2
Helsinki Kumpula,2019,8,11,00:00,18.0
Helsinki Kumpula,2019,8,12,00:00,48.7
Helsinki Kumpula,2019,8,13,00:00,171.3
Helsinki Kumpula,2019,8,14,00:00,217.6
Helsinki Kumpula,2019,8,15,00:00,203.2
Helsinki Kumpula,2019,8,16,00:00,143.7
Helsinki Kumpula,2019,8,17,00:00,159.7
Helsinki Kumpula,2019,8,18,00:00,135.6
Helsinki Kumpula,2019,8,19,00:00,54.0
Helsinki Kumpula,2019,8,20,00:00,249.1
Helsinki Kumpula,2019,8,21,00:00,59.8
Helsinki Kumpula,2019,8,22,00:00,261.8
Helsinki Kumpula,2019,8,23,00:00,31.4
Helsinki Kumpula,2019,8,24,00:00,343.8
Helsinki Kumpula,2019,8,25,00:00,309.6
Helsinki Kumpula,2019,8,26,00:00,59.2
Helsinki Kumpula,2019,8,27,00:00,271.3
Helsinki Kumpula,2019,8,28,00:00,347.9
Helsinki Kumpula,2019,8,29,00:00,341.4
Helsinki Kumpula,2019,8,30,00:00,36.7
Helsinki Kumpula,2019,8,31,00:00,223.6
Helsinki Kumpula,2019,9,1,00:00,360.9
Helsinki Kumpula,2019,9,2,00:00,198.3
Helsinki Kumpula,2019,9,3,00:00,155.4
Helsinki Kumpula,2019,9,4,00:00,154.3
Helsinki Kumpula,2019,9,5,00:00,28.8
Helsinki Kumpula,2019,9,6,00:00,177.9
Helsinki Kumpula,2019,9,7,00:00,44.1
Helsinki Kumpula,2019,9,8,00:00,3.9
Helsinki Kumpula,2019,9,9,00:00,36.7
Helsinki Kumpula,2019,9,10,00:00,215.0
Helsinki Kumpula,2019,9,11,00:00,56.4
Helsinki Kumpula,2019,9,12,00:00,54.5
Helsinki Kumpula,2019,9,13,00:00,32.9
Helsinki Kumpula,2019,9,14,00:00,196.1
Helsinki Kumpula,2019,9,15,00:00,34.9
Helsinki Kumpula,2019,9,16,00:00,95.0
Helsinki Kumpula,2019,9,17,00:00,23.8
Helsinki Kumpula,2019,9,18,00:00,194.4
Helsinki Kumpula,2019,9,19,00:00,185.0
Helsinki Kumpula,2019,9,20,00:00,177.8
